record_id,structure_name,fullname,species,paper,n_mentions,n_papers,region_class_before,region_class,class_corrected,class_ok_vote,suitability,unsuitable_reason,audit_stage,api_priority,rule_flags,final_certainty,final_confidence,audit_agreement,audit_vote_split,audit_reason,prior_decision_stage,prior_certainty,prior_reason
81,LPB,lateral parabrachial nucleus,Mouse,PM35838792,55,26,non_neocortex,non_neocortex,no,yes,suitable,,flash,spotcheck,,high,0.9633,3/3,3-0,"Parabrachial nucleus is brainstem; non-neocortex correct. | Lateral parabrachial nucleus is a pontine/brainstem region, not neocortex. | Lateral parabrachial nucleus is a brainstem nucleus, non-neocortical and concrete.",seed_remap,high,seed: subcortical → non_neocortex
82,PPC,posterior parietal cortex,Mouse,PM36117273,55,19,neocortex,neocortex,no,yes,suitable,,rule,,,high,0.9833,,,rule_keep: clean,flash,high,Posterior parietal cortex is part of the neocortex. | Posterior parietal cortex is a neocortical association area. | Posterior parietal cortex is a neocortical association area.
83,RSC,retrosplenial cortex,Mouse,PM39511453,54,23,neocortex,neocortex,no,yes,suitable,,flash,weak_neocortex,weak_neocortex_certainty|flash_split,high,0.8833,3/3,3-0,Retrosplenial cortex treated as isocortex in rodent atlases; neocortex correct. | Retrosplenial cortex is a standard cortical projection ROI; rodent atlases treat it as isocortex-like. | Retrosplenial cortex treated as isocortex in rodent atlases; concrete gray matter ROI.,flash,medium,Retrosplenial cortex is typically considered part of the isocortex in modern atlases. | Retrosplenial cortex is borderline but conventionally grouped with isocortex in mouse. | Retrosplenial cortex is borderline mesocortex; conventional classification varies.
84,VM,ventromedial thalamus,Mouse,PM37645018,54,33,non_neocortex,non_neocortex,no,yes,suitable,,flash,spotcheck,,high,0.9633,3/3,3-0,"Ventromedial nucleus is thalamic; non-neocortex correct. | Ventromedial thalamus is a thalamic nucleus, non-neocortical. | Ventromedial thalamus is thalamic nucleus, clearly non-neocortical and concrete.",seed_remap,high,seed: subcortical → non_neocortex
85,cervical spinal cord,cervical spinal cord,Mouse,PM35122444,53,29,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
86,EC,entorhinal cortex,Mouse,PM37827206,53,32,non_neocortex,non_neocortex,no,yes,suitable,,flash,spotcheck,,high,0.98,3/3,3-0,"Entorhinal cortex is allocortex, correctly classified as non-neocortex. | Entorhinal cortex is clear allocortex/hippocampal-projecting cortex, correctly non-neocortex. | Entorhinal cortex is clear allocortex, correctly classified as non-neocortex.",seed_keyword,high,seed: cortical + keyword 'entorhinal' → non_neocortex
87,MGB,medial geniculate body,Mouse,PM33103997,53,23,non_neocortex,non_neocortex,no,yes,suitable,,flash,spotcheck,,high,0.9867,3/3,3-0,"Medial geniculate body is a thalamic nucleus, therefore non-neocortex. | Medial geniculate body is a thalamic auditory relay nucleus, clearly non-neocortex. | Medial geniculate body is a thalamic nucleus, correctly non-neocortex.",seed_remap,high,seed: subcortical → non_neocortex
88,AI,anterior insula,Mouse,PM42107475,52,23,neocortex,neocortex,no,yes,suitable,,flash,weak_neocortex,weak_neocortex_certainty|flash_split,high,0.8767,3/3,3-0,"Anterior insula is insular cortex, treated as isocortex in rodent atlases. | Anterior insula is an insular/cortical projection ROI conventionally treated as neocortex in rodent atlases. | Anterior insula is a cortical ROI; rodent atlas treats insula as isocortex.",flash,medium,Anterior insula is a borderline mesocortical region but often grouped with neocortex. | Anterior insula is considered part of isocortex in many mouse atlases. | Anterior insula is a borderline mesocortical area; neocortical vs allocortical status unclear.
89,RGC,retinal ganglion cell,Mouse,PM40063795,52,29,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
90,ACA,anterior cingulate area,Mouse,PM39149348,50,25,neocortex,neocortex,no,yes,suitable,,flash,weak_neocortex,weak_neocortex_certainty|flash_split,high,0.8867,3/3,3-0,"Anterior cingulate area is ACC, treated as isocortex in rodent atlases. | Anterior cingulate area is a standard cingulate cortical ROI; rodent atlases treat it as neocortical gray matter. | Anterior cingulate area is standard isocortex in rodent atlases.",flash,medium,Anterior cingulate area is a borderline mesocortical region but typically included in isocortex. | Anterior cingulate area is borderline but commonly classified as isocortex in mouse. | Anterior cingulate area is borderline mesocortex; classification depends on convention.
91,claustrum,claustrum,Mouse,PM32975316,50,24,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
92,CSF-contacting nucleus,CSF-contacting nucleus,Rat,PM32973466,49,2,non_neocortex,non_neocortex,no,yes,suitable,,flash,spotcheck,,high,0.8467,3/3,3-0,"CSF-contacting nucleus is a subcortical periventricular nucleus, not neocortex. | CSF-contacting nucleus is a small hypothalamic/periventricular gray-matter nucleus, not neocortex. | CSF-contacting nucleus is a brainstem/hypothalamic nucleus, clearly non-neocortical.",seed_remap,high,seed: subcortical → non_neocortex
93,PBN,parabrachial nucleus,Mouse,PM37023756,49,32,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
94,pons,pons,Mouse,PM38514616,49,33,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
95,AC,auditory cortex,Mouse,PM35366148,47,22,neocortex,neocortex,no,yes,suitable,,rule,,,high,0.98,,,rule_keep: clean,flash,high,"Auditory cortex is a primary neocortical area. | Acronym AC expanded to auditory cortex, a primary sensory neocortical area. | Auditory cortex is a neocortical region."
96,GPi,globus pallidus internus,Mouse,PM41959286,47,23,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
97,HDB,horizontal diagonal band,Mouse,PM39049824,47,15,non_neocortex,non_neocortex,no,yes,suitable,,flash,spotcheck,,high,0.9733,3/3,3-0,"HDB is basal forebrain/diagonal band nucleus; non-neocortex. | Horizontal diagonal band is a basal forebrain/septal nucleus, clearly non-neocortex. | HDB is horizontal diagonal band, basal forebrain/septum; non-neocortex.",seed_remap,high,seed: subcortical → non_neocortex
98,LP,lateral posterior nucleus,Mouse,PM35383929,47,23,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
99,CA2,CA2,Mouse,PM36309963,46,21,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
100,cerebral cortex,cerebral cortex,Human,PM35973564,46,31,other,other,no,yes,unsuitable,too_broad,rule,,rule_too_broad|rule_prior_other,high,0.8667,,,"rule_keep: rule_too_broad,rule_prior_other",flash,high,"Umbrella term for entire cortical mantle, not a specific neocortical or non-neocortical region. | Broad term encompassing neocortex and allocortex; cannot assign to a single category. | Cerebral cortex is an umbrella term for the entire cortical sheet, not specifically neocortex."
101,LA,lateral amygdala,Mouse,PM39103495,46,22,non_neocortex,non_neocortex,no,yes,suitable,,flash,spotcheck,,high,0.9767,3/3,3-0,"Lateral amygdala is a subcortical amygdalar nucleus; non-neocortex. | Lateral amygdala is a subcortical amygdalar nucleus, clearly non-neocortical. | LA is lateral amygdala; amygdala is non-neocortical.",seed_remap,high,seed: subcortical → non_neocortex
102,VMH,ventromedial hypothalamus,Mouse,PM33263778,46,21,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
103,insula,insula,Mouse,PM34117229,45,19,neocortex,neocortex,no,yes,suitable,,flash,weak_neocortex,weak_neocortex_certainty|flash_split,high,0.9033,3/3,3-0,"Insula is treated as isocortex in rodent atlases; neocortex. | Insula is insular cortex; rodent atlases treat it as isocortex, so neocortex. | Insula is a standard isocortical projection ROI in rodent atlases; neocortex.",flash,medium,"Insula is conventionally grouped with neocortex in rodents, though borderline mesocortical. | Insula is typically considered part of isocortex in mouse brain atlases, though borderline. | Insula is a borderline mesocortical area; cannot definitively classify as neocortex or non_neocortex."
104,LEC,lateral entorhinal cortex,Mouse,PM42124717,45,25,non_neocortex,non_neocortex,no,yes,suitable,,flash,spotcheck,,high,0.9633,3/3,3-0,"Entorhinal cortex is clear allocortex; current non_neocortex is correct. | Lateral entorhinal cortex is allocortex, so non-neocortical. | Lateral entorhinal cortex is allocortex; non-neocortex is correct and ROI is specific.",seed_keyword,high,seed: cortical + keyword 'entorhinal' → non_neocortex
105,visual cortex,visual cortex,Mouse,PM38890758,45,26,neocortex,neocortex,no,yes,suitable,,rule,,,high,0.98,,,rule_keep: clean,flash,high,Visual cortex is a neocortical sensory area. | Visual cortex is a primary sensory neocortical area. | Visual cortex is a neocortical region.
106,CN,cerebellar nuclei,Mouse,PM37164181,44,16,non_neocortex,non_neocortex,no,yes,suitable,,flash,spotcheck,,high,0.9533,3/3,3-0,"Cerebellar nuclei are subcortical gray matter; non_neocortex is appropriate. | Cerebellar nuclei are cerebellar gray matter, not neocortex. | Cerebellar nuclei are gray-matter cerebellar structures; non-neocortex is correct.",seed_remap,high,seed: subcortical → non_neocortex
107,MEC,medial entorhinal cortex,Mouse,PM36562467,44,24,non_neocortex,non_neocortex,no,yes,suitable,,flash,spotcheck,,high,0.9633,3/3,3-0,"Medial entorhinal cortex is allocortex; current non_neocortex is correct. | Medial entorhinal cortex is allocortex, so non-neocortical. | Medial entorhinal cortex is allocortex; non-neocortex is correct and ROI is specific.",seed_keyword,high,seed: cortical + keyword 'entorhinal' → non_neocortex
108,pulvinar,pulvinar,Human,PM41354955,44,22,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
109,A1,primary auditory cortex,Mouse,PM33157020,43,22,neocortex,neocortex,no,yes,suitable,,rule,,,high,0.98,,,rule_keep: clean,flash,high,"A1 is primary auditory cortex, a neocortical area. | Acronym A1 expanded to primary auditory cortex, a neocortical area. | Primary auditory cortex is neocortex."
110,BF,basal forebrain,Mouse,PM38947053,43,15,non_neocortex,non_neocortex,no,yes,suitable,,flash,spotcheck,,high,0.9067,3/3,3-0,Basal forebrain is an umbrella region containing multiple nuclei; too broad for RCS mapping. | Basal forebrain is a standard subcortical non-neocortical region complex; RCS can map it. | Basal forebrain is subcortical non-neocortex and a standard anatomical acronym.,seed_remap,high,seed: subcortical → non_neocortex
111,preBötC,pre-Bötzinger complex,Mouse,PM37772793,43,9,non_neocortex,non_neocortex,no,yes,suitable,,flash,spotcheck,,high,0.9667,3/3,3-0,Brainstem respiratory neuron cluster; clear non-neocortical gray matter. | Pre-Bötzinger complex is a brainstem medullary respiratory nucleus; clearly non-neocortical. | Pre-Bötzinger complex is a medullary brainstem nucleus; non-neocortical.,seed_remap,high,seed: subcortical → non_neocortex
112,MO,motor cortex,Mouse,PM39392390,42,19,neocortex,neocortex,no,yes,suitable,,rule,,,high,0.98,,,rule_keep: clean,flash,high,"Motor cortex (MO) is a neocortical motor area. | Acronym MO expanded to motor cortex, a primary neocortical area. | Motor cortex is a neocortical region."
113,vCA1,ventral CA1,Mouse,PM33935658,42,14,non_neocortex,non_neocortex,no,yes,suitable,,flash,spotcheck,,high,0.97,3/3,3-0,"Ventral hippocampal CA1 subfield; allocortical, non-neocortical. | Ventral CA1 is part of hippocampal formation, which is allocortex; non-neocortical. | Ventral CA1 is a hippocampal subregion; non-neocortical.",seed_remap,high,seed: subcortical → non_neocortex
114,midbrain,midbrain,Mouse,PM32561725,41,31,non_neocortex,non_neocortex,no,yes,unsuitable,too_broad,flash,spotcheck,,high,0.9233,3/3,3-0,"Whole midbrain umbrella; too broad for region-specific mapping. | Midbrain is a broad brain division encompassing many nuclei, not a specific gray-matter ROI suitable for RCS testing. | Midbrain is a broad regional umbrella, not a specific ROI.",seed_remap,high,seed: subcortical → non_neocortex
115,MVN,medial vestibular nucleus,Mouse,PM39440253,41,6,non_neocortex,non_neocortex,no,yes,suitable,,flash,spotcheck,,high,0.97,3/3,3-0,"Medial vestibular nucleus in brainstem; discrete non-neocortical structure. | Medial vestibular nucleus is a brainstem gray-matter nucleus, clearly not neocortex. | Medial vestibular nucleus is a brainstem nucleus; non-neocortical.",seed_remap,high,seed: subcortical → non_neocortex
116,NAcc,nucleus accumbens,Mouse,PM39097664,41,22,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
117,prostriata,area prostriata,Rat,PM34795559,41,2,ambiguous,neocortex,yes,no,suitable,,flash,flash_split,rule_prior_ambiguous|flash_split,high,0.8167,3/3,3-0,"Prostriata is a cortical area in rat atlas, part of isocortex; should be neocortex, not ambiguous. | Area prostriata is a cortical gray-matter field treated as isocortex in standard atlases, not allocortex. | Area prostriata is part of retrosplenial/isocortical cortex, so ambiguous should be neocortex.",flash,medium,Prostriata is a small cortical area; unclear if neocortex or mesocortex/allocortex. | Prostriata is a transitional area between neocortex and retrosplenial allocortex; unclear classification. | Prostriata is a six-layered neocortical area in the occipital cortex.
118,presubiculum,presubiculum,Mouse,PM38378961,40,5,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
119,SMA,supplementary motor area,Human,PM34121656,40,29,neocortex,neocortex,no,yes,suitable,,rule,,,high,0.9833,,,rule_keep: clean,flash,high,Supplementary motor area (SMA) is a well-defined neocortical area in frontal lobe. | Supplementary motor area is a well-defined frontal neocortical area. | SMA is a well-defined neocortical motor area.
120,DRG,dorsal root ganglion,Mouse,PM40334752,39,20,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
121,PCC,posterior cingulate cortex,Human,PM41840687,39,6,non_neocortex,neocortex,yes,no,suitable,,flash,contamination_suspect,suspect_border_in_non_neo|flash_split,high,0.9233,3/3,3-0,"Posterior cingulate cortex is isocortex/limbic cortex; current non_neocortex is misclassified. | Posterior cingulate cortex is a cingulate/isocortex-like projection ROI, not clear allocortex. | PCC is posterior cingulate cortex, treated as isocortical projection ROI; non_neocortex is suspect.",flash,medium,"Posterior cingulate cortex is mesocortex, conventionally not classified as neocortex. | Posterior cingulate cortex is mesocortical/limbic, not typical isocortex. | Posterior cingulate is a borderline mesocortical area but often classified as isocortex."
122,AM,anteromedial thalamic nucleus,Mouse,PM35082302,38,21,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
123,auditory cortex,auditory cortex,Mouse,PM34366798,38,25,neocortex,neocortex,no,yes,suitable,,rule,,,high,0.9833,,,rule_keep: clean,flash,high,Auditory cortex is a primary sensory neocortical area. | Auditory cortex is a primary neocortical area. | Auditory cortex is a classic neocortical sensory area.
124,CPu,caudate putamen,Mouse,PM35241803,38,18,non_neocortex,non_neocortex,no,yes,suitable,,flash,spotcheck,,high,0.9867,3/3,3-0,"Caudate putamen is dorsal striatum, a subcortical non-neocortical gray matter region. | CPu is caudate-putamen/striatum, a basal ganglia gray-matter region; clearly non-neocortical and mappable. | Caudate putamen is dorsal striatum, clearly subcortical non-neocortical gray matter.",seed_remap,high,seed: subcortical → non_neocortex
