structure_name,category,species,paper,rcs_rank,rcs_candidate_homba_id,rcs_candidate_name,rcs_candidate_acronym,rcs_candidate_dhba_name,rcs_candidate_dhba_acronym,rcs_candidate_parent_id,rcs_candidate_graph_order,rcs_candidate_depth,rcs_score,rcs_methods,rcs_matched_query,rcs_matched_alias,rcs_review_flag,rcs_modifier_terms,rcs_modifier_match_score,rcs_hierarchy_reason,rcs_dhba_filter
Intracalcarine cortex (inferior),gray_matter,Human,Rushmore2022,1,HOMBA:10225,inferior lateral parietal cortex,IPC,posteroventral (inferior) parietal cortex,IPC,HOMBA:10214,104,91,0.681147,bm25+fuzzy,Intracalcarine cortex (inferior),posteroventral parietal cortex inferior,needs_review,inferior,1.0,,both
Intracalcarine cortex (superior),gray_matter,Human,Rushmore2022,1,HOMBA:10215,superior medial parietal cortex,SPC,posterodorsal (superior) parietal cortex,SPC,HOMBA:10214,91,91,0.666879,bm25+fuzzy,Intracalcarine cortex (superior),superior,needs_review,superior,1.0,,both
Cingulate gyrus (anterior anterior part),gray_matter,Human,Rushmore2022,1,HOMBA:10278,anterior cingulate  cortex (ventromedial prefrontal cortex),ACC,anterior (rostral) cingulate (medial prefrontal) cortex,MFC,HOMBA:10277,212,206,0.9775,bm25+fuzzy,cingulate cortex,anterior cingulate  cortex,modifier_conflict,anterior;anterior anterior part,0.5,,both
Cingulate gyrus (anterior posterior part),gray_matter,Human,Rushmore2022,1,HOMBA:10278,anterior cingulate  cortex (ventromedial prefrontal cortex),ACC,anterior (rostral) cingulate (medial prefrontal) cortex,MFC,HOMBA:10277,212,206,0.895,bm25+fuzzy,cingulate cortex,anterior cingulate  cortex,modifier_conflict,anterior;posterior;anterior posterior part,0.333333,,both
Cingulate gyrus (posterior),gray_matter,Human,Rushmore2022,1,HOMBA:10285,posterior cingulate cortex (PCC),PCC,posterior (caudal) cingulate cortex,PCC,HOMBA:10277,224,206,1.0,bm25+fuzzy,cingulate cortex,posterior cingulate cortex,high_confidence,posterior,1.0,,both
Cuneal cortex,gray_matter,Human,Rushmore2022,1,HOMBA:12308,external shell (cortex) of inferior colliculus,EIC,external cortex of inferior colliculus,CICe,HOMBA:12305,977,977,0.566442,bm25+fuzzy,Cuneal cortex,cortex,low_confidence,,1.0,,both
Central opercular cortex (anterior),gray_matter,Human,Rushmore2022,1,HOMBA:12840,"lobule II (central lobule and wing, anterior part)",CbII,"lobule II (central lobule and wing, anterior part)",CbII,HOMBA:12837,2051,2050,0.584399,bm25+fuzzy,Central opercular cortex (anterior),anterior part,low_confidence,anterior,1.0,,both
Central opercular cortex (posterior),gray_matter,Human,Rushmore2022,1,HOMBA:12841,"lobule III (central lobule and wing, posterior part)",CbIII,"lobule III (central lobule and wing, posterior part)",CbIII,HOMBA:12837,2052,2050,0.5859,bm25+fuzzy,Central opercular cortex (posterior),posterior part,low_confidence,posterior,1.0,,both
Superior frontal gyrus (lateral anterior),gray_matter,Human,Rushmore2022,1,HOMBA:12115,superior frontal gyrus,SFG,superior frontal gyrus,SFG,HOMBA:12113,1913,1912,0.88,bm25+exact+fuzzy,Superior frontal gyrus,Superior frontal gyrus,needs_review,lateral;anterior;lateral anterior,0.0,,both
Superior frontal gyrus (lateral middle),gray_matter,Human,Rushmore2022,1,HOMBA:12115,superior frontal gyrus,SFG,superior frontal gyrus,SFG,HOMBA:12113,1913,1912,0.88,bm25+exact+fuzzy,Superior frontal gyrus,Superior frontal gyrus,needs_review,lateral;middle;lateral middle,0.0,,both
Superior frontal gyrus (lateral posterior),gray_matter,Human,Rushmore2022,1,HOMBA:12115,superior frontal gyrus,SFG,superior frontal gyrus,SFG,HOMBA:12113,1913,1912,0.88,bm25+exact+fuzzy,Superior frontal gyrus,Superior frontal gyrus,needs_review,lateral;posterior;lateral posterior,0.0,,both
Superior frontal gyrus (medial),gray_matter,Human,Rushmore2022,1,HOMBA:12115,superior frontal gyrus,SFG,superior frontal gyrus,SFG,HOMBA:12113,1913,1912,0.88,bm25+exact+fuzzy,Superior frontal gyrus,Superior frontal gyrus,needs_review,medial,0.0,,both
Middle frontal gyrus (anterior),gray_matter,Human,Rushmore2022,1,HOMBA:12116,middle frontal gyrus,MFG,middle frontal gyrus,MFG,HOMBA:12113,1914,1912,0.88,bm25+exact+fuzzy,Middle frontal gyrus,Middle frontal gyrus,needs_review,anterior,0.0,,both
Middle frontal gyrus (middle),gray_matter,Human,Rushmore2022,1,HOMBA:12116,middle frontal gyrus,MFG,middle frontal gyrus,MFG,HOMBA:12113,1914,1912,1.0,bm25+exact+fuzzy,Middle frontal gyrus,Middle frontal gyrus,high_confidence,middle,1.0,,both
Middle frontal gyrus (posterior),gray_matter,Human,Rushmore2022,1,HOMBA:12116,middle frontal gyrus,MFG,middle frontal gyrus,MFG,HOMBA:12113,1914,1912,0.88,bm25+exact+fuzzy,Middle frontal gyrus,Middle frontal gyrus,needs_review,posterior,0.0,,both
Inferior frontal gyrus (anterior),gray_matter,Human,Rushmore2022,1,HOMBA:12117,inferior frontal gyrus,IFG,inferior frontal gyrus,IFG,HOMBA:12113,1915,1912,0.88,bm25+exact+fuzzy,Inferior frontal gyrus,Inferior frontal gyrus,needs_review,anterior,0.0,,both
Inferior frontal gyrus (pars opercularis),gray_matter,Human,Rushmore2022,1,HOMBA:12117,inferior frontal gyrus,IFG,inferior frontal gyrus,IFG,HOMBA:12113,1915,1912,0.88,bm25+exact+fuzzy,Inferior frontal gyrus,Inferior frontal gyrus,needs_review,pars;opercularis;pars opercularis,0.0,,both
Inferior frontal gyrus (pars orbitalis),gray_matter,Human,Rushmore2022,1,HOMBA:12117,inferior frontal gyrus,IFG,inferior frontal gyrus,IFG,HOMBA:12113,1915,1912,0.88,bm25+exact+fuzzy,Inferior frontal gyrus,Inferior frontal gyrus,needs_review,pars;orbitalis;pars orbitalis,0.0,,both
Inferior frontal gyrus (pars triangularis),gray_matter,Human,Rushmore2022,1,HOMBA:12117,inferior frontal gyrus,IFG,inferior frontal gyrus,IFG,HOMBA:12113,1915,1912,0.88,bm25+exact+fuzzy,Inferior frontal gyrus,Inferior frontal gyrus,needs_review,pars;triangularis;pars triangularis,0.0,,both
Frontal medial cortex,gray_matter,Human,Rushmore2022,1,HOMBA:10195,medial orbital frontal cortex (area 14),A14,medial orbital frontal cortex (area 14),OFCm,HOMBA:10194,38,38,0.837395,bm25+fuzzy,Frontal medial cortex,medial orbital frontal cortex,needs_review,medial,1.0,,both
Frontal opercular cortex,gray_matter,Human,Rushmore2022,1,HOMBA:10161,frontal cortex,FCx,frontal neocortex,FCx,HOMBA:AA30001,8,8,0.678206,bm25+fuzzy+hierarchy_parent,Frontal opercular cortex,frontal cortex,needs_review,,1.0,common_parent_of_3_candidates,both
Frontal orbital cortex (anterior),gray_matter,Human,Rushmore2022,1,HOMBA:10194,orbital frontal cortex,OFC,orbital frontal cortex,OFC,HOMBA:10161,37,9,0.715158,bm25+fuzzy,Frontal orbital cortex,orbital frontal cortex,needs_review,anterior,0.0,,both
Frontal orbital cortex (lateral),gray_matter,Human,Rushmore2022,1,HOMBA:10205,"lateral orbital frontal cortex (OFCl, area 12/47)",A47,lateral orbital frontal cortex (area 12/47),OFCl,HOMBA:10194,48,38,0.993571,bm25+fuzzy,Frontal orbital cortex (lateral),lateral orbital frontal cortex,high_confidence,lateral,1.0,,both
Frontal orbital cortex (medial),gray_matter,Human,Rushmore2022,1,HOMBA:10195,medial orbital frontal cortex (area 14),A14,medial orbital frontal cortex (area 14),OFCm,HOMBA:10194,38,38,0.989407,bm25+fuzzy,Frontal orbital cortex (medial),medial orbital frontal cortex,high_confidence,medial,1.0,,both
Frontal orbital cortex (posterior),gray_matter,Human,Rushmore2022,1,HOMBA:AA30009,frontal motor cortex (posterior frontal cortex),MoC,,,HOMBA:10161,58,9,0.844665,bm25+fuzzy,Frontal orbital cortex (posterior),posterior frontal cortex,needs_review,posterior,1.0,,both
Frontal pole (lateral),gray_matter,Human,Rushmore2022,1,HOMBA:146034888,frontal pole,FP,frontal pole,FP,HOMBA:12113,1918,1912,0.88,bm25+exact+fuzzy,Frontal pole,Frontal pole,needs_review,lateral,0.0,,both
Frontal pole (medial),gray_matter,Human,Rushmore2022,1,HOMBA:146034888,frontal pole,FP,frontal pole,FP,HOMBA:12113,1918,1912,0.88,bm25+exact+fuzzy,Frontal pole,Frontal pole,needs_review,medial,0.0,,both
Heschl's gyrus,gray_matter,Human,Rushmore2022,1,HOMBA:12144,transverse temporal gyrus (Heschl's gyrus),TTG,transverse temporal gyrus (Heschl's gyrus),TTG,HOMBA:12139,1964,1960,1.0,bm25+exact+fuzzy,Heschl's gyrus,Heschl's gyrus,high_confidence,,1.0,,both
Insular cortex (anterior),gray_matter,Human,Rushmore2022,1,HOMBA:10288,major insular cortex,ICx,insular neocortex,ICx,HOMBA:AA30001,196,8,0.88,bm25+exact+fuzzy,Insular cortex,Insular cortex,needs_review,anterior,0.0,,both
Insular cortex (posterior),gray_matter,Human,Rushmore2022,1,HOMBA:10288,major insular cortex,ICx,insular neocortex,ICx,HOMBA:AA30001,196,8,0.88,bm25+exact+fuzzy,Insular cortex,Insular cortex,needs_review,posterior,0.0,,both
Lingual gyrus,gray_matter,Human,Rushmore2022,1,HOMBA:12151,lingual gyrus,LiG,lingual gyrus,LiG,HOMBA:12148,1993,1991,1.0,bm25+exact+fuzzy,Lingual gyrus,Lingual gyrus,high_confidence,,1.0,,both
Occipital fusiform gyrus,gray_matter,Human,Rushmore2022,1,HOMBA:AA30549,fusiform (occipitotemporal) gyrus,FuG,,,HOMBA:12139,1963,1960,0.791667,bm25+fuzzy,Occipital fusiform gyrus,fusiform   gyrus,needs_review,,1.0,,both
Lateral occipital cortex (inferior),gray_matter,Human,Rushmore2022,1,HOMBA:AA30024,"lateral temporal-occipital cortex (area 37l, area TEO)",TEO,,,HOMBA:13324,155,143,0.840855,bm25+fuzzy,Lateral occipital cortex,lateral temporal-occipital cortex,modifier_conflict,inferior;lateral,0.5,,both
Lateral occipital cortex (superior),gray_matter,Human,Rushmore2022,1,HOMBA:AA30024,"lateral temporal-occipital cortex (area 37l, area TEO)",TEO,,,HOMBA:13324,155,143,0.840855,bm25+fuzzy,Lateral occipital cortex,lateral temporal-occipital cortex,modifier_conflict,superior;lateral,0.5,,both
Occipital pole,gray_matter,Human,Rushmore2022,1,HOMBA:12149,occipital pole,OP,occipital pole,OP,HOMBA:12148,1991,1991,1.0,bm25+exact+fuzzy,Occipital pole,Occipital pole,high_confidence,,1.0,,both
Paracingulate gyrus,gray_matter,Human,Rushmore2022,1,HOMBA:146034872,paracingulate gyrus,PaCG,paracingulate gyrus,PaCG,HOMBA:12113,1930,1912,1.0,bm25+exact+fuzzy,Paracingulate gyrus,Paracingulate gyrus,high_confidence,,1.0,,both
Precuneal cortex,gray_matter,Human,Rushmore2022,1,HOMBA:10172,prefrontal cortex,PFC,prefrontal cortex,PFC,HOMBA:10161,9,9,0.534309,bm25+fuzzy+hierarchy_parent,Precuneal cortex,prefrontal cortex,low_confidence,,1.0,common_parent_of_2_candidates,both
Parahippocampal gyrus (anterior),gray_matter,Human,Rushmore2022,1,HOMBA:12163,anterior parahippocampal gyrus,APH,anterior parahippocampal gyrus,APH,HOMBA:12162,1982,1981,1.0,bm25+fuzzy,Parahippocampal gyrus,anterior parahippocampal gyrus,high_confidence,anterior,1.0,,both
Parahippocampal gyrus (posterior),gray_matter,Human,Rushmore2022,1,HOMBA:12164,posterior parahippocampal gyrus,PPH,posterior parahippocampal gyrus,PPH,HOMBA:12162,1983,1981,1.0,bm25+fuzzy,Parahippocampal gyrus,posterior parahippocampal gyrus,high_confidence,posterior,1.0,,both
Parietal opercular cortex,gray_matter,Human,Rushmore2022,1,HOMBA:10208,parietal cortex,PCx,parietal neocortex,PCx,HOMBA:AA30001,72,8,0.697665,bm25+fuzzy+hierarchy_parent,Parietal opercular cortex,parietal cortex,needs_review,,1.0,common_parent_of_3_candidates,both
Postcentral gyrus (lateral inferior),gray_matter,Human,Rushmore2022,1,HOMBA:12132,postcentral gyrus,PoCG,postcentral gyrus,PoCG,HOMBA:12113,1929,1912,0.88,bm25+exact+fuzzy,Postcentral gyrus,Postcentral gyrus,needs_review,lateral;inferior;lateral inferior,0.0,,both
Postcentral gyrus (lateral middle),gray_matter,Human,Rushmore2022,1,HOMBA:12132,postcentral gyrus,PoCG,postcentral gyrus,PoCG,HOMBA:12113,1929,1912,0.88,bm25+exact+fuzzy,Postcentral gyrus,Postcentral gyrus,needs_review,lateral;middle;lateral middle,0.0,,both
Postcentral gyrus (lateral superior),gray_matter,Human,Rushmore2022,1,HOMBA:12132,postcentral gyrus,PoCG,postcentral gyrus,PoCG,HOMBA:12113,1929,1912,0.88,bm25+exact+fuzzy,Postcentral gyrus,Postcentral gyrus,needs_review,lateral;superior;lateral superior,0.0,,both
Postcentral gyrus (medial),gray_matter,Human,Rushmore2022,1,HOMBA:12132,postcentral gyrus,PoCG,postcentral gyrus,PoCG,HOMBA:12113,1929,1912,0.88,bm25+exact+fuzzy,Postcentral gyrus,Postcentral gyrus,needs_review,medial,0.0,,both
Planum polare,gray_matter,Human,Rushmore2022,1,HOMBA:12147,planum polare,PLP,planum polare,PLP,HOMBA:12139,1967,1960,1.0,bm25+exact+fuzzy,Planum polare,Planum polare,high_confidence,,1.0,,both
Pre-supplementary motor area (inferior),gray_matter,Human,Rushmore2022,1,HOMBA:AA30012,medial division of area 6 (supplementary motor area),SMA,,,HOMBA:10168,70,66,0.7172,bm25+fuzzy,Pre-supplementary motor area,supplementary motor area,needs_review,inferior,0.0,,both
Pre-supplementary motor area (superior),gray_matter,Human,Rushmore2022,1,HOMBA:AA30012,medial division of area 6 (supplementary motor area),SMA,,,HOMBA:10168,70,66,0.7172,bm25+fuzzy,Pre-supplementary motor area,supplementary motor area,needs_review,superior,0.0,,both
Precentral gyrus (lateral inferior),gray_matter,Human,Rushmore2022,1,HOMBA:12114,precentral gyrus,PrCG,precentral gyrus,PrCG,HOMBA:12113,1912,1912,0.88,bm25+exact+fuzzy,Precentral gyrus,Precentral gyrus,needs_review,lateral;inferior;lateral inferior,0.0,,both
Precentral gyrus (lateral middle),gray_matter,Human,Rushmore2022,1,HOMBA:12114,precentral gyrus,PrCG,precentral gyrus,PrCG,HOMBA:12113,1912,1912,0.88,bm25+exact+fuzzy,Precentral gyrus,Precentral gyrus,needs_review,lateral;middle;lateral middle,0.0,,both
Precentral gyrus (lateral superior),gray_matter,Human,Rushmore2022,1,HOMBA:12114,precentral gyrus,PrCG,precentral gyrus,PrCG,HOMBA:12113,1912,1912,0.88,bm25+exact+fuzzy,Precentral gyrus,Precentral gyrus,needs_review,lateral;superior;lateral superior,0.0,,both
Precentral gyrus (medial),gray_matter,Human,Rushmore2022,1,HOMBA:12114,precentral gyrus,PrCG,precentral gyrus,PrCG,HOMBA:12113,1912,1912,0.88,bm25+exact+fuzzy,Precentral gyrus,Precentral gyrus,needs_review,medial,0.0,,both
Planum temporale,gray_matter,Human,Rushmore2022,1,HOMBA:12145,planum temporale,PLT,planum temporale,PLT,HOMBA:12139,1965,1960,1.0,bm25+exact+fuzzy,Planum temporale,Planum temporale,high_confidence,,1.0,,both
Subcallosal cortex,gray_matter,Human,Rushmore2022,1,HOMBA:10281,subgenual (subcallosal) cingulate cortex (area 25),A25,subgenual (subcallosal) division of MFC (area 25),A25,HOMBA:10277,206,206,0.662917,bm25+fuzzy,Subcallosal cortex,subcallosal,needs_review,,1.0,,both
Supracalcarine cortex,gray_matter,Human,Rushmore2022,1,HOMBA:13322,dorsolateral temporal cortex,DLTC,dorsolateral temporal neocortex,DLTC,HOMBA:10235,125,125,0.513508,hierarchy_parent,Supracalcarine cortex,dorsolateral temporal cortex,low_confidence,,1.0,common_parent_of_2_candidates,both
Supramarginal gyrus (anterior),gray_matter,Human,Rushmore2022,1,HOMBA:12135,supramarginal gyrus,SMG,supramarginal gyrus,SMG,HOMBA:12134,1948,1948,0.88,bm25+exact+fuzzy,Supramarginal gyrus,Supramarginal gyrus,needs_review,anterior,0.0,,both
Supramarginal gyrus (posterior),gray_matter,Human,Rushmore2022,1,HOMBA:12135,supramarginal gyrus,SMG,supramarginal gyrus,SMG,HOMBA:12134,1948,1948,0.88,bm25+exact+fuzzy,Supramarginal gyrus,Supramarginal gyrus,needs_review,posterior,0.0,,both
Supplementary motor area,gray_matter,Human,Rushmore2022,1,HOMBA:AA30012,medial division of area 6 (supplementary motor area),SMA,,,HOMBA:10168,70,66,1.0,bm25+exact+fuzzy,Supplementary motor area,Supplementary motor area,high_confidence,,1.0,,both
Superior parietal lobule (anterior),gray_matter,Human,Rushmore2022,1,HOMBA:12133,superior parietal lobule (gyrus),SPL,supraparietal lobule,SPL,HOMBA:12131,1946,1946,0.88,bm25+exact+fuzzy,Superior parietal lobule,Superior parietal lobule,needs_review,anterior,0.0,,both
Superior parietal lobule (posterior),gray_matter,Human,Rushmore2022,1,HOMBA:12133,superior parietal lobule (gyrus),SPL,supraparietal lobule,SPL,HOMBA:12131,1946,1946,0.88,bm25+exact+fuzzy,Superior parietal lobule,Superior parietal lobule,needs_review,posterior,0.0,,both
Superior temporal gyrus (anterior),gray_matter,Human,Rushmore2022,1,HOMBA:12140,superior temporal gyrus,STG,superior temporal gyrus,STG,HOMBA:12139,1960,1960,0.88,bm25+exact+fuzzy,Superior temporal gyrus,Superior temporal gyrus,needs_review,anterior,0.0,,both
Superior temporal gyrus (posterior),gray_matter,Human,Rushmore2022,1,HOMBA:12140,superior temporal gyrus,STG,superior temporal gyrus,STG,HOMBA:12139,1960,1960,0.88,bm25+exact+fuzzy,Superior temporal gyrus,Superior temporal gyrus,needs_review,posterior,0.0,,both
Middle temporal gyrus (anterior),gray_matter,Human,Rushmore2022,1,HOMBA:12141,middle temporal gyrus,MTG,middle temporal gyrus,MTG,HOMBA:12139,1961,1960,0.88,bm25+exact+fuzzy,Middle temporal gyrus,Middle temporal gyrus,needs_review,anterior,0.0,,both
Middle temporal gyrus (posterior),gray_matter,Human,Rushmore2022,1,HOMBA:12141,middle temporal gyrus,MTG,middle temporal gyrus,MTG,HOMBA:12139,1961,1960,0.88,bm25+exact+fuzzy,Middle temporal gyrus,Middle temporal gyrus,needs_review,posterior,0.0,,both
Inferior temporal gyrus (anterior),gray_matter,Human,Rushmore2022,1,HOMBA:12142,inferior temporal gyrus,ITG,inferior temporal gyrus,ITG,HOMBA:12139,1962,1960,0.88,bm25+exact+fuzzy,Inferior temporal gyrus,Inferior temporal gyrus,needs_review,anterior,0.0,,both
Inferior temporal gyrus (posterior),gray_matter,Human,Rushmore2022,1,HOMBA:12142,inferior temporal gyrus,ITG,inferior temporal gyrus,ITG,HOMBA:12139,1962,1960,0.88,bm25+exact+fuzzy,Inferior temporal gyrus,Inferior temporal gyrus,needs_review,posterior,0.0,,both
Temporal frontal cortex (anterior),gray_matter,Human,Rushmore2022,1,HOMBA:10241,rostral division of area 22,A22r,anterior (rostral) superior temporal cortex (area 22r),ASTC,HOMBA:10240,131,131,0.75894,bm25+fuzzy,Temporal frontal cortex (anterior),anterior   superior temporal cortex,needs_review,anterior,1.0,,both
Temporal frontal cortex (posterior),gray_matter,Human,Rushmore2022,1,HOMBA:AA30009,frontal motor cortex (posterior frontal cortex),MoC,,,HOMBA:10161,58,9,0.868214,bm25+fuzzy,Temporal frontal cortex (posterior),posterior frontal cortex,needs_review,posterior,1.0,,both
Middle temporal gyrus (temporo-occipital),gray_matter,Human,Rushmore2022,1,HOMBA:12141,middle temporal gyrus,MTG,middle temporal gyrus,MTG,HOMBA:12139,1961,1960,0.88,bm25+exact+fuzzy,Middle temporal gyrus,Middle temporal gyrus,needs_review,temporo;occipital;temporo occipital,0.0,,both
Inferior temporal gyrus (temporo-occipital),gray_matter,Human,Rushmore2022,1,HOMBA:12142,inferior temporal gyrus,ITG,inferior temporal gyrus,ITG,HOMBA:12139,1962,1960,0.88,bm25+exact+fuzzy,Inferior temporal gyrus,Inferior temporal gyrus,needs_review,temporo;occipital;temporo occipital,0.0,,both
Temporal occipital fusiform cortex,gray_matter,Human,Rushmore2022,1,HOMBA:13324,ventrolateral temporal cortex,VLTC,ventrolateral temporal neocortex,VLTC,HOMBA:10235,142,125,0.674113,bm25+hierarchy_parent,Temporal occipital fusiform cortex,ventrolateral temporal cortex,needs_review,,1.0,common_parent_of_2_candidates,both
Temporal pole,gray_matter,Human,Rushmore2022,1,HOMBA:12146,temporal pole (temporopolar cortex),TP,temporal pole,TP,HOMBA:12139,1966,1960,1.0,bm25+exact+fuzzy,Temporal pole,Temporal pole,high_confidence,,1.0,,both
Primary visual cortex,gray_matter,Human,Glasser2016,1,HOMBA:10269,"primary visual cortex (first visual cortex, striate cortex, area 17, area OC)",V1,"primary visual cortex (striate cortex, area V1/17)",V1C,HOMBA:10268,176,173,1.0,bm25+exact+fuzzy+hierarchy_parent,Primary visual cortex,Primary visual cortex,high_confidence,,1.0,common_parent_of_2_candidates,both
Secondary visual cortex,gray_matter,Human,Glasser2016,1,HOMBA:10269,"primary visual cortex (first visual cortex, striate cortex, area 17, area OC)",V1,"primary visual cortex (striate cortex, area V1/17)",V1C,HOMBA:10268,176,173,0.856667,bm25+fuzzy+hierarchy_parent,secondary primary visual cortex,primary visual cortex,needs_review,,1.0,common_parent_of_2_candidates,both
Visual area V3,gray_matter,Human,Glasser2016,1,HOMBA:AA30824,"dorsal third visual area (V3D, V3)",V3D,,,HOMBA:AA30822,183,181,0.604532,bm25+fuzzy,Visual area V3,dorsal third visual area v3,needs_review,,1.0,,both
Visual area V3A,gray_matter,Human,Glasser2016,1,HOMBA:AA30020,sixth visual area,V6,,,HOMBA:AA30018,117,116,0.54361,bm25+fuzzy+hierarchy_parent,Visual area V3A,sixth visual area,low_confidence,,1.0,common_parent_of_2_candidates,both
Visual area V3B,gray_matter,Human,Glasser2016,1,HOMBA:AA30020,sixth visual area,V6,,,HOMBA:AA30018,117,116,0.54361,bm25+fuzzy+hierarchy_parent,Visual area V3B,sixth visual area,low_confidence,,1.0,common_parent_of_2_candidates,both
Visual area V4,gray_matter,Human,Glasser2016,1,HOMBA:AA30020,sixth visual area,V6,,,HOMBA:AA30018,117,116,0.558971,bm25+fuzzy+hierarchy_parent,Visual area V4,sixth visual area,low_confidence,,1.0,common_parent_of_2_candidates,both
Visual area V6,gray_matter,Human,Glasser2016,1,HOMBA:AA30020,sixth visual area,V6,,,HOMBA:AA30018,117,116,0.784952,bm25+fuzzy+hierarchy_parent,Visual area V6,sixth visual area,needs_review,,1.0,common_parent_of_2_candidates,both
Visual area V6A,gray_matter,Human,Glasser2016,1,HOMBA:AA30020,sixth visual area,V6,,,HOMBA:AA30018,117,116,0.612459,bm25+fuzzy+hierarchy_parent,Visual area V6A,sixth visual area,needs_review,,1.0,common_parent_of_2_candidates,both
Visual area V7,gray_matter,Human,Glasser2016,1,HOMBA:267499179,seventh visual area V7,V7,area V7 of peristriate cortex,V7,HOMBA:AA30018,122,116,0.715038,bm25+fuzzy,Visual area V7,seventh visual area V7,needs_review,,1.0,,both
Visual area V8,gray_matter,Human,Glasser2016,1,HOMBA:AA30020,sixth visual area,V6,,,HOMBA:AA30018,117,116,0.558971,bm25+fuzzy+hierarchy_parent,Visual area V8,sixth visual area,low_confidence,,1.0,common_parent_of_2_candidates,both
Middle temporal area,gray_matter,Human,Glasser2016,1,HOMBA:267499039,"fifth visual area (middle temporal area, MT)",V5,area V5 (middle temporal area),V5/MT,HOMBA:13322,139,126,1.0,bm25+exact+fuzzy,Middle temporal area,Middle temporal area,high_confidence,,1.0,,both
Medial superior temporal area,gray_matter,Human,Glasser2016,1,HOMBA:AA30021,medial superior temporal area,MST,,,HOMBA:13322,140,126,1.0,bm25+exact+fuzzy,Medial superior temporal area,Medial superior temporal area,high_confidence,medial,1.0,,both
Fundal superior temporal area,gray_matter,Human,Glasser2016,1,HOMBA:12139,temporal lobe,TemL,temporal lobe,TemL,HOMBA:12112,1959,1911,0.623082,bm25+hierarchy_parent,Fundal superior temporal area,temporal lobe,needs_review,,1.0,common_parent_of_5_candidates,both
Area PH,gray_matter,Human,Glasser2016,1,HOMBA:AA30351,subincertal nucleus (area),SBI,,,HOMBA:AA30350,938,938,0.529821,fuzzy,Area PH,area,low_confidence,,1.0,,both
V4 transitional area,gray_matter,Human,Glasser2016,1,HOMBA:AA30818,transitional fourth visual area (V4T),V4T,,,HOMBA:AA30826,192,188,0.545395,bm25+fuzzy,V4 transitional area,transitional fourth visual area,low_confidence,,1.0,,both
Primary motor cortex,gray_matter,Human,Glasser2016,1,HOMBA:10163,"primary motor cortex (first motor cortex, area 4, area FA)",M1,"primary motor cortex (area M1, area 4)",M1C,HOMBA:AA30009,59,59,1.0,bm25+exact+fuzzy,Primary motor cortex,Primary motor cortex,high_confidence,,1.0,,both
Somatosensory area 3a,gray_matter,Human,Glasser2016,1,HOMBA:AA30495,somatosensory radiation,sr,,,HOMBA:AA30492,1779,1689,0.543669,bm25+fuzzy,Somatosensory area 3a,somatosensory radiation,low_confidence,,1.0,,both
Somatosensory area 3b,gray_matter,Human,Glasser2016,1,HOMBA:AA30495,somatosensory radiation,sr,,,HOMBA:AA30492,1779,1689,0.543669,bm25+fuzzy,Somatosensory area 3b,somatosensory radiation,low_confidence,,1.0,,both
Somatosensory area 1,gray_matter,Human,Glasser2016,1,HOMBA:AA30014,area 1 of primary somatosensory cortex,S1A1,,,HOMBA:AA30811,78,75,0.597131,bm25+fuzzy,Somatosensory area 1,area 1 of somatosensory cortex,low_confidence,,1.0,,both
Somatosensory area 2,gray_matter,Human,Glasser2016,1,HOMBA:AA30015,area 2 of primary somatosensory cortex,S1A2,,,HOMBA:AA30811,79,75,0.597131,bm25+fuzzy,Somatosensory area 2,area 2 of somatosensory cortex,low_confidence,,1.0,,both
Frontal eye field,gray_matter,Human,Glasser2016,1,HOMBA:AA30010,frontal eye field of premotor cortex,FEF,,,HOMBA:10169,67,67,0.616698,bm25+fuzzy,Frontal eye field,frontal eye field of premotor cortex,needs_review,,1.0,,both
Premotor eye field,gray_matter,Human,Glasser2016,1,HOMBA:AA30010,frontal eye field of premotor cortex,FEF,,,HOMBA:10169,67,67,0.552086,bm25+fuzzy,Premotor eye field,frontal eye field of premotor cortex,low_confidence,,1.0,,both
Area 55b,gray_matter,Human,Glasser2016,1,HOMBA:AA30011,area 55b of premotor cortex,A55b,,,HOMBA:10169,68,67,0.467534,bm25+fuzzy,Area 55b,area 55b of premotor cortex,low_confidence,,1.0,,both
Premotor area 6a,gray_matter,Human,Glasser2016,1,HOMBA:10168,"premotor cortex (area 6, area FB, secondary motor cortex)",A6,premotor cortex (area 6),PMC,HOMBA:AA30009,65,59,0.497602,bm25+fuzzy,Premotor area 6a,premotor cortex,low_confidence,,1.0,,both
Premotor area 6v,gray_matter,Human,Glasser2016,1,HOMBA:10168,"premotor cortex (area 6, area FB, secondary motor cortex)",A6,premotor cortex (area 6),PMC,HOMBA:AA30009,65,59,0.497602,bm25+fuzzy,Premotor area 6v,premotor cortex,low_confidence,,1.0,,both
Premotor area 6d,gray_matter,Human,Glasser2016,1,HOMBA:10168,"premotor cortex (area 6, area FB, secondary motor cortex)",A6,premotor cortex (area 6),PMC,HOMBA:AA30009,65,59,0.497602,bm25+fuzzy,Premotor area 6d,premotor cortex,low_confidence,,1.0,,both
Premotor area 6m,gray_matter,Human,Glasser2016,1,HOMBA:10168,"premotor cortex (area 6, area FB, secondary motor cortex)",A6,premotor cortex (area 6),PMC,HOMBA:AA30009,65,59,0.497602,bm25+fuzzy,Premotor area 6m,premotor cortex,low_confidence,,1.0,,both
