dataset,query,review_flag,score,top_homba_id,top_name,methods,matched_query,matched_alias,modifier_terms,modifier_match_score,rank2_name,rank2_score,llm_check,review_record_id,source_file,source_row,pass1_label,pass1_certainty,pass1_confidence,pass1_reason,pass2_label,pass2_certainty,pass2_confidence,pass2_reason,pass3_label,pass3_certainty,pass3_confidence,pass3_reason,final_consistency_label,final_certainty,final_confidence,vote_agreement,has_vote_disagreement,vote_split_pattern,uncertainty_tag,final_reason,_category,_mechanism
corpus,Abducens nucleus,high_confidence,1.0,HOMBA:12418,abducens nucleus,bm25+exact+fuzzy,Abducens nucleus,Abducens nucleus,,1.0,efferent nuclei of the cranial nerves in midbrain,0.260505,correct,0,1_highconf_correct.csv,2,aligned,high,1.0,"Query 'Abducens nucleus' matches top1 'abducens nucleus' exactly except for case, referring to the same structure.",aligned,high,1.0,Exact match with case variation; same anatomical structure.,aligned,high,1.0,Exact match except case.,aligned,high,1.0,3/3,False,3-0,stable,"Query 'Abducens nucleus' matches top1 'abducens nucleus' exactly except for case, referring to the same structure. | Exact match with case variation; same anatomical structure. | Exact match except case.",,
corpus,Flocculus,high_confidence,1.0,HOMBA:AA30424,lobule Xa (flocculus),bm25+exact+fuzzy,Flocculus,Flocculus,,1.0,lobule X (nodulus and flocculus),0.642818,correct,38,1_highconf_correct.csv,40,aligned,high,1.0,Synonym: 'lobule Xa (flocculus)' refers to the flocculus.,aligned,high,1.0,Alternative name for the same structure.,aligned,high,1.0,"Flocculus is explicitly listed with parentheses, confirming it is the same as lobule Xa (flocculus).",aligned,high,1.0,3/3,False,3-0,stable,"Synonym: 'lobule Xa (flocculus)' refers to the flocculus. | Alternative name for the same structure. | Flocculus is explicitly listed with parentheses, confirming it is the same as lobule Xa (flocculus).",,
corpus,Fornix,high_confidence,1.0,HOMBA:10576,fornix,bm25+exact+fuzzy+hierarchy_parent,Fornix,Fornix,,1.0,body of the fornix,0.589807,correct,39,1_highconf_correct.csv,41,aligned,high,1.0,Exact match to 'fornix'.,aligned,high,1.0,Exact match.,aligned,high,1.0,"Direct match, case-insensitive. Fornix matches exactly.",aligned,high,1.0,3/3,False,3-0,stable,"Exact match to 'fornix'. | Exact match. | Direct match, case-insensitive. Fornix matches exactly.",,
corpus,Fourth ventricle,high_confidence,1.0,HOMBA:12805,fourth ventricle,bm25+exact+fuzzy+hierarchy_parent,Fourth ventricle,Fourth ventricle,,1.0,region of fourth ventricle,0.899038,correct,40,1_highconf_correct.csv,42,aligned,high,1.0,Direct exact match (case-insensitive) of query 'Fourth ventricle' with top1 'fourth ventricle'.,aligned,high,1.0,Exact match after case normalization.,aligned,high,1.0,"Exact match, same structure name.",aligned,high,1.0,3/3,False,3-0,stable,"Direct exact match (case-insensitive) of query 'Fourth ventricle' with top1 'fourth ventricle'. | Exact match after case normalization. | Exact match, same structure name.",,
corpus,Fusiform gyrus,high_confidence,1.0,HOMBA:AA30549,fusiform (occipitotemporal) gyrus,bm25+exact+fuzzy,Fusiform gyrus,Fusiform gyrus,,1.0,uncus of (para)hippocampal gyrus,0.310977,correct,41,1_highconf_correct.csv,43,aligned,high,1.0,Top1 'fusiform (occipitotemporal) gyrus' is a standard synonym including query 'Fusiform gyrus'.,aligned,high,1.0,Synonym: fusiform gyrus is the same as fusiform (occipitotemporal) gyrus.,aligned,high,1.0,Fusiform gyrus is a common synonym of fusiform (occipitotemporal) gyrus. Same entity.,aligned,high,1.0,3/3,False,3-0,stable,Top1 'fusiform (occipitotemporal) gyrus' is a standard synonym including query 'Fusiform gyrus'. | Synonym: fusiform gyrus is the same as fusiform (occipitotemporal) gyrus. | Fusiform gyrus is a common synonym of fusiform (occipitotemporal) gyrus. Same entity.,,
corpus,Globose nucleus,high_confidence,1.0,HOMBA:12400,medial interpositus (globose) nucleus,bm25+exact+fuzzy,Globose nucleus,Globose nucleus,,1.0,interpositus (intermediate) nucleus,0.97,correct,42,1_highconf_correct.csv,44,aligned,high,1.0,Top1 'medial interpositus (globose) nucleus' lists 'globose' as synonym; query 'Globose nucleus' matches.,aligned,high,1.0,Synonym: globose nucleus is also known as medial interpositus nucleus.,aligned,high,1.0,Globose nucleus is synonymous with medial interpositus nucleus. HOMBA includes both.,aligned,high,1.0,3/3,False,3-0,stable,Top1 'medial interpositus (globose) nucleus' lists 'globose' as synonym; query 'Globose nucleus' matches. | Synonym: globose nucleus is also known as medial interpositus nucleus. | Globose nucleus is synonymous with medial interpositus nucleus. HOMBA includes both.,,
corpus,Gracile fasciculus,high_confidence,1.0,HOMBA:12739,gracile fasciculus,bm25+exact+fuzzy,Gracile fasciculus,Gracile fasciculus,,1.0,gracile fasciculus in spinal cord,0.696591,correct,43,1_highconf_correct.csv,45,aligned,high,1.0,Exact match (case difference only) of query 'Gracile fasciculus' with top1 'gracile fasciculus'.,aligned,high,1.0,Exact match after case normalization.,aligned,high,1.0,"Exact match, same structure.",aligned,high,1.0,3/3,False,3-0,stable,"Exact match (case difference only) of query 'Gracile fasciculus' with top1 'gracile fasciculus'. | Exact match after case normalization. | Exact match, same structure.",,
corpus,Gracile nucleus,high_confidence,1.0,HOMBA:12592,gracile nucleus,bm25+exact+fuzzy+hierarchy_parent,Gracile nucleus,Gracile nucleus,,1.0,"gracile nucleus, central division",0.755952,correct,44,1_highconf_correct.csv,46,aligned,high,1.0,Exact match (case difference only) of query 'Gracile nucleus' with top1 'gracile nucleus'.,aligned,high,1.0,Exact match after case normalization.,aligned,high,1.0,"Exact match, same structure.",aligned,high,1.0,3/3,False,3-0,stable,"Exact match (case difference only) of query 'Gracile nucleus' with top1 'gracile nucleus'. | Exact match after case normalization. | Exact match, same structure.",,
corpus,Gyrus rectus,high_confidence,1.0,HOMBA:12121,rectus gyrus,bm25+exact+fuzzy,Gyrus rectus,Gyrus rectus,,1.0,uncus of (para)hippocampal gyrus,0.310977,correct,45,1_highconf_correct.csv,47,aligned,high,1.0,"rectus gyrus is a conventional word-order variant of Gyrus rectus, same structure",aligned,high,1.0,Word order variant of 'Gyrus rectus'.,aligned,high,0.99,rectus gyrus is a direct synonym and accepted variant of Gyrus rectus.,aligned,high,0.9967,3/3,False,3-0,stable,"rectus gyrus is a conventional word-order variant of Gyrus rectus, same structure | Word order variant of 'Gyrus rectus'. | rectus gyrus is a direct synonym and accepted variant of Gyrus rectus.",,
corpus,Heschl gyrus,high_confidence,1.0,HOMBA:12144,transverse temporal gyrus (Heschl's gyrus),bm25+exact+fuzzy,Heschl gyrus,Heschl gyrus,,1.0,transverse temporal sulcus,0.510606,correct,46,1_highconf_correct.csv,48,aligned,high,1.0,transverse temporal gyrus (Heschl's gyrus) includes Heschl gyrus as an accepted synonym,aligned,high,1.0,'Heschl gyrus' is a synonym for transverse temporal gyrus.,aligned,high,0.99,transverse temporal gyrus (Heschl's gyrus) is the full standard name; Heschl gyrus refers to the same structure.,aligned,high,0.9967,3/3,False,3-0,stable,transverse temporal gyrus (Heschl's gyrus) includes Heschl gyrus as an accepted synonym | 'Heschl gyrus' is a synonym for transverse temporal gyrus. | transverse temporal gyrus (Heschl's gyrus) is the full standard name; Heschl gyrus refers to the same structure.,,
corpus,Heschl's gyrus,high_confidence,1.0,HOMBA:12144,transverse temporal gyrus (Heschl's gyrus),bm25+exact+fuzzy,Heschl's gyrus,Heschl's gyrus,,1.0,transverse temporal sulcus,0.510606,correct,47,1_highconf_correct.csv,49,aligned,high,1.0,transverse temporal gyrus (Heschl's gyrus) matches Heschl's gyrus exactly,aligned,high,1.0,'Heschl's gyrus' is a synonym for transverse temporal gyrus.,aligned,high,0.99,Same as Heschl gyrus; top1 exactly names Heschl's gyrus.,aligned,high,0.9967,3/3,False,3-0,stable,transverse temporal gyrus (Heschl's gyrus) matches Heschl's gyrus exactly | 'Heschl's gyrus' is a synonym for transverse temporal gyrus. | Same as Heschl gyrus; top1 exactly names Heschl's gyrus.,,
corpus,Hippocampal formation,high_confidence,1.0,HOMBA:12170,hippocampal formation,bm25+exact+fuzzy,Hippocampal formation,Hippocampal formation,,1.0,hippocampal commissure,0.277958,correct,48,1_highconf_correct.csv,50,aligned,high,1.0,top1_name is identical to query,aligned,high,1.0,Exact match (case-insensitive).,aligned,high,0.99,"hippocampal formation is an exact string match, referring to the same anatomical entity.",aligned,high,0.9967,3/3,False,3-0,stable,"top1_name is identical to query | Exact match (case-insensitive). | hippocampal formation is an exact string match, referring to the same anatomical entity.",,
corpus,Hippocampus,high_confidence,1.0,HOMBA:AA30093,hippocampus,bm25+exact+fuzzy,Hippocampus,Hippocampus,,1.0,hippocampal proper (Cornu Ammonis),0.770833,correct,49,1_highconf_correct.csv,51,aligned,high,1.0,top1_name is identical to query,aligned,high,1.0,Exact match.,aligned,high,0.99,"hippocampus is an exact match, same structure.",aligned,high,0.9967,3/3,False,3-0,stable,"top1_name is identical to query | Exact match. | hippocampus is an exact match, same structure.",,
corpus,Hypoglossal nucleus,high_confidence,1.0,HOMBA:12545,hypoglossal nucleus,bm25+exact+fuzzy+hierarchy_parent,Hypoglossal nucleus,Hypoglossal nucleus,,1.0,other nuclei in dorsal medulla,0.909167,correct,50,1_highconf_correct.csv,52,aligned,high,1.0,Exact match ignoring case: 'Hypoglossal nucleus' matches 'hypoglossal nucleus'.,aligned,high,1.0,"Exact match: query and top1 refer to the same structure, only case difference.",aligned,high,0.99,Identical anatomical structure; case-insensitive string match to the hypoglossal nucleus.,aligned,high,0.9967,3/3,False,3-0,stable,"Exact match ignoring case: 'Hypoglossal nucleus' matches 'hypoglossal nucleus'. | Exact match: query and top1 refer to the same structure, only case difference. | Identical anatomical structure; case-insensitive string match to the hypoglossal nucleus.",,
corpus,Inferior cerebellar peduncle,high_confidence,1.0,HOMBA:12741,inferior cerebellar peduncle,bm25+exact+fuzzy,Inferior cerebellar peduncle,Inferior cerebellar peduncle,,1.0,middle cerebellar peduncle (brachium pontis),0.67705,correct,51,1_highconf_correct.csv,53,aligned,high,1.0,Exact match ignoring case: 'Inferior cerebellar peduncle' matches 'inferior cerebellar peduncle'.,aligned,high,1.0,Exact match: query and top1 are identical terms for the same structure.,aligned,high,0.99,"Exact match; inferior cerebellar peduncle is directly named, no variation.",aligned,high,0.9967,3/3,False,3-0,stable,"Exact match ignoring case: 'Inferior cerebellar peduncle' matches 'inferior cerebellar peduncle'. | Exact match: query and top1 are identical terms for the same structure. | Exact match; inferior cerebellar peduncle is directly named, no variation.",,
corpus,Inferior colliculus,high_confidence,1.0,HOMBA:12305,inferior colliculus,bm25+exact+fuzzy+hierarchy_parent,Inferior colliculus,Inferior colliculus,,1.0,brachium of inferior colliculus,0.813844,correct,52,1_highconf_correct.csv,54,aligned,high,1.0,Exact match ignoring case: 'Inferior colliculus' matches 'inferior colliculus'.,aligned,high,1.0,Exact match: query and top1 are identical terms for the same structure.,aligned,high,0.99,Direct match; inferior colliculus matches query precisely.,aligned,high,0.9967,3/3,False,3-0,stable,Exact match ignoring case: 'Inferior colliculus' matches 'inferior colliculus'. | Exact match: query and top1 are identical terms for the same structure. | Direct match; inferior colliculus matches query precisely.,,
corpus,Inferior frontal gyrus (opercular part),high_confidence,1.0,HOMBA:12119,"inferior frontal gyrus, opercular part",bm25+exact+fuzzy,Inferior frontal gyrus (opercular part),Inferior frontal gyrus (opercular part),opercular,1.0,inferior frontal gyrus,0.88,correct,53,1_highconf_correct.csv,55,aligned,high,1.0,Synonym variant: parenthetical 'opercular part' maps to comma-separated form; same anatomical entity.,aligned,high,1.0,Exact match: top1 uses comma instead of parentheses but refers to the same specific part.,aligned,high,0.99,Same structure; comma vs parentheses is a conventional formatting variant for 'opercular part'.,aligned,high,0.9967,3/3,False,3-0,stable,Synonym variant: parenthetical 'opercular part' maps to comma-separated form; same anatomical entity. | Exact match: top1 uses comma instead of parentheses but refers to the same specific part. | Same structure; comma vs parentheses is a conventional formatting variant for 'opercular part'.,,
corpus,Inferior frontal gyrus (triangular part),high_confidence,1.0,HOMBA:12118,"inferior frontal gyrus, triangular part",bm25+exact+fuzzy,Inferior frontal gyrus (triangular part),Inferior frontal gyrus (triangular part),triangular,1.0,inferior frontal gyrus,0.88,correct,54,1_highconf_correct.csv,56,aligned,high,1.0,Synonym variant: parenthetical 'triangular part' maps to comma-separated form; same anatomical entity.,aligned,high,1.0,Exact match: top1 uses comma instead of parentheses but refers to the same specific part.,aligned,high,0.99,Same structure; comma vs parentheses for 'triangular part' is an accepted synonym/format.,aligned,high,0.9967,3/3,False,3-0,stable,Synonym variant: parenthetical 'triangular part' maps to comma-separated form; same anatomical entity. | Exact match: top1 uses comma instead of parentheses but refers to the same specific part. | Same structure; comma vs parentheses for 'triangular part' is an accepted synonym/format.,,
corpus,Inferior longitudinal fasciculus,high_confidence,1.0,HOMBA:10580,inferior longitudinal fasciculus,bm25+exact+fuzzy,Inferior longitudinal fasciculus,Inferior longitudinal fasciculus,,1.0,longitudinal fasciculus,0.856667,correct,55,1_highconf_correct.csv,57,aligned,high,1.0,Exact match between query and top1_name; same anatomical structure.,aligned,high,1.0,"Query and top1_name are identical except for case, same anatomical structure.",aligned,high,1.0,Exact case-insensitive match between query and top1_name.,aligned,high,1.0,3/3,False,3-0,stable,"Exact match between query and top1_name; same anatomical structure. | Query and top1_name are identical except for case, same anatomical structure. | Exact case-insensitive match between query and top1_name.",,
corpus,Inferior occipital gyrus,high_confidence,1.0,HOMBA:12153,inferior occipital gyrus,bm25+exact+fuzzy,Inferior occipital gyrus,Inferior occipital gyrus,,1.0,occipital lobe,0.97,correct,56,1_highconf_correct.csv,58,aligned,high,1.0,Exact match between query and top1_name; same anatomical structure.,aligned,high,1.0,"Query and top1_name are identical except for case, same anatomical structure.",aligned,high,1.0,Exact case-insensitive match between query and top1_name.,aligned,high,1.0,3/3,False,3-0,stable,"Exact match between query and top1_name; same anatomical structure. | Query and top1_name are identical except for case, same anatomical structure. | Exact case-insensitive match between query and top1_name.",,
corpus,Inferior olive,high_confidence,1.0,HOMBA:12600,inferior olive,bm25+exact+fuzzy+hierarchy_parent,Inferior olive,Inferior olive,,1.0,hilus of the inferior olive,0.722962,correct,57,1_highconf_correct.csv,59,aligned,high,1.0,Exact match between query and top1_name; same anatomical structure.,aligned,high,1.0,"Query and top1_name are identical except for case, same anatomical structure.",aligned,high,1.0,Exact match for 'inferior olive'.,aligned,high,1.0,3/3,False,3-0,stable,"Exact match between query and top1_name; same anatomical structure. | Query and top1_name are identical except for case, same anatomical structure. | Exact match for 'inferior olive'.",,
corpus,Inferior parietal lobule,high_confidence,1.0,HOMBA:12134,inferior parietal lobule (gyrus),bm25+exact+fuzzy,Inferior parietal lobule,Inferior parietal lobule,,1.0,parietal lobe,0.97,correct,58,1_highconf_correct.csv,60,aligned,high,1.0,Top1_name includes a parenthetical variation but directly names the same structure as query.,aligned,high,1.0,"Top1_name includes parenthetical synonym, but refers to the same structure (inferior parietal lobule).",aligned,high,1.0,Parenthetical '(gyrus)' is a conventional synonym; match is correct.,aligned,high,1.0,3/3,False,3-0,stable,"Top1_name includes a parenthetical variation but directly names the same structure as query. | Top1_name includes parenthetical synonym, but refers to the same structure (inferior parietal lobule). | Parenthetical '(gyrus)' is a conventional synonym; match is correct.",,
corpus,Inferior pulvinar,high_confidence,1.0,HOMBA:10413,inferior division of pulvinar,bm25+exact+fuzzy,Inferior pulvinar,Inferior pulvinar,,1.0,pulvinar of thalamus,0.8342,correct,59,1_highconf_correct.csv,61,aligned,high,1.0,Top1_name is a direct synonym for the query; inferior division of pulvinar equals inferior pulvinar.,aligned,high,1.0,Inferior pulvinar is synonymous with inferior division of pulvinar; same anatomical entity.,aligned,high,1.0,Inferior pulvinar and inferior division of pulvinar are synonymous.,aligned,high,1.0,3/3,False,3-0,stable,Top1_name is a direct synonym for the query; inferior division of pulvinar equals inferior pulvinar. | Inferior pulvinar is synonymous with inferior division of pulvinar; same anatomical entity. | Inferior pulvinar and inferior division of pulvinar are synonymous.,,
corpus,Inferior salivatory nucleus,high_confidence,1.0,HOMBA:12544,inferior salivatory nucleus,bm25+exact+fuzzy,Inferior salivatory nucleus,Inferior salivatory nucleus,,1.0,inferior colliculus,0.327761,correct,60,1_highconf_correct.csv,62,aligned,high,1.0,Exact match with case variation,aligned,high,1.0,Exact match; case difference only.,aligned,high,1.0,Exact name match (case difference irrelevant).,aligned,high,1.0,3/3,False,3-0,stable,Exact match with case variation | Exact match; case difference only. | Exact name match (case difference irrelevant).,,
corpus,Inferior temporal gyrus,high_confidence,1.0,HOMBA:12142,inferior temporal gyrus,bm25+exact+fuzzy,Inferior temporal gyrus,Inferior temporal gyrus,,1.0,temporal lobe,0.97,correct,61,1_highconf_correct.csv,63,aligned,high,1.0,Exact match with case variation,aligned,high,1.0,Exact match; case difference only.,aligned,high,1.0,Exact name match (case difference irrelevant).,aligned,high,1.0,3/3,False,3-0,stable,Exact match with case variation | Exact match; case difference only. | Exact name match (case difference irrelevant).,,
